"","maxm2LAU2","CELLCODE","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2"
"2327","1005","1kmE4062N2970","Echternach",0.0434782608695652,0,6733,0
"2319","1005","1kmE4062N2971","Echternach",0.0434782608695652,0,6733,0
"2315","1005","1kmE4062N2972","Echternach",0.0434782608695652,938,6733,0.139313827417199
"2333","1005","1kmE4062N2973","Echternach",0.0434782608695652,250,6733,0.0371305510173771
"2645","1108","1kmE4063N2953","Wormeldange",0.0416666666666667,0,4708,0
"2648","1108","1kmE4063N2954","Wormeldange",0.0416666666666667,5,4708,0.00106202209005947
"2637","1108","1kmE4063N2955","Wormeldange",0.0416666666666667,557,4708,0.118309260832625
"2512","1104","1kmE4063N2956","Grevenmacher",0.0555555555555556,361,5830,0.0619210977701544
"2513","1104","1kmE4063N2957","Grevenmacher",0.0555555555555556,450,5830,0.0771869639794168
"2510","1104","1kmE4063N2958","Grevenmacher",0.0555555555555556,412,5830,0.0706689536878216
"2519","1104","1kmE4063N2959","Grevenmacher",0.0555555555555556,0,5830,0
"2583","1106","1kmE4063N2960","Manternach",0.04,37,2181,0.0169646950939936
"2603","1106","1kmE4063N2961","Manternach",0.04,429,2181,0.196698762035763
"2599","1106","1kmE4063N2962","Manternach",0.04,115,2181,0.0527281063732233
"2598","1106","1kmE4063N2963","Manternach",0.04,0,2181,0
"2346","1006","1kmE4063N2964","Rosport-Mompach",0.0147058823529412,16,5538,0.00288912964969303
"2361","1006","1kmE4063N2965","Rosport-Mompach",0.0147058823529412,165,5538,0.0297941495124594
"2375","1006","1kmE4063N2966","Rosport-Mompach",0.0147058823529412,0,5538,0
"2349","1006","1kmE4063N2967","Rosport-Mompach",0.0147058823529412,0,5538,0
"2341","1006","1kmE4063N2968","Rosport-Mompach",0.0147058823529412,0,5538,0
"2335","1006","1kmE4063N2969","Rosport-Mompach",0.0147058823529412,0,5538,0
"2317","1005","1kmE4063N2970","Echternach",0.0434782608695652,8,6733,0.00118817763255607
"2318","1005","1kmE4063N2971","Echternach",0.0434782608695652,5,6733,0.000742611020347542
"2324","1005","1kmE4063N2972","Echternach",0.0434782608695652,2596,6733,0.385563641764444
"2312","1005","1kmE4063N2973","Echternach",0.0434782608695652,1528,6733,0.226941927818209
"2646","1108","1kmE4064N2955","Wormeldange",0.0416666666666667,1310,4708,0.278249787595582
"2520","1104","1kmE4064N2957","Grevenmacher",0.0555555555555556,1658,5830,0.284391080617496
"2516","1104","1kmE4064N2958","Grevenmacher",0.0555555555555556,2708,5830,0.464493996569468
"2511","1104","1kmE4064N2959","Grevenmacher",0.0555555555555556,110,5830,0.0188679245283019
"2579","1106","1kmE4064N2960","Manternach",0.04,216,2181,0.0990371389270977
"2602","1106","1kmE4064N2961","Manternach",0.04,0,2181,0
"2595","1106","1kmE4064N2962","Manternach",0.04,114,2181,0.0522696011004127
"2596","1106","1kmE4064N2963","Manternach",0.04,23,2181,0.0105456212746447
"2338","1006","1kmE4064N2964","Rosport-Mompach",0.0147058823529412,0,5538,0
"2343","1006","1kmE4064N2965","Rosport-Mompach",0.0147058823529412,0,5538,0
"2344","1006","1kmE4064N2966","Rosport-Mompach",0.0147058823529412,0,5538,0
"2354","1006","1kmE4064N2967","Rosport-Mompach",0.0147058823529412,0,5538,0
"2342","1006","1kmE4064N2968","Rosport-Mompach",0.0147058823529412,0,5538,0
"2347","1006","1kmE4064N2969","Rosport-Mompach",0.0147058823529412,326,5538,0.0588660166124955
"2348","1006","1kmE4064N2970","Rosport-Mompach",0.0147058823529412,62,5538,0.0111953773925605
"2329","1005","1kmE4064N2971","Echternach",0.0434782608695652,76,6733,0.0112876875092826
"2325","1005","1kmE4064N2972","Echternach",0.0434782608695652,661,6733,0.098173176889945
"2332","1005","1kmE4064N2973","Echternach",0.0434782608695652,421,6733,0.062527847913263
"2509","1104","1kmE4065N2958","Grevenmacher",0.0555555555555556,116,5830,0.0198970840480274
"2621","1107","1kmE4065N2959","Mertert",0.0434782608695652,248,8155,0.0304107909258124
"2613","1107","1kmE4065N2960","Mertert",0.0434782608695652,4,8155,0.000490496627835684
"2614","1107","1kmE4065N2961","Mertert",0.0434782608695652,19,8155,0.0023298589822195
"2610","1107","1kmE4065N2962","Mertert",0.0434782608695652,0,8155,0
