"","maxm2LAU2","CELLCODE","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2"
"2022","0806","1kmE4028N2986","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"2039","0806","1kmE4028N2987","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"1941","0804","1kmE4028N2988","Goesdorf",0.0344827586206897,0,1622,0
"2093","0807","1kmE4028N2989","Wiltz",0.025,0,7730,0
"2085","0807","1kmE4028N2990","Wiltz",0.025,177,7730,0.0228978007761966
"2092","0807","1kmE4028N2991","Wiltz",0.025,853,7730,0.110349288486417
"2087","0807","1kmE4028N2992","Wiltz",0.025,1137,7730,0.147089262613195
"2057","0807","1kmE4028N2993","Wiltz",0.025,12,7730,0.00155239327296248
"2071","0807","1kmE4028N2994","Wiltz",0.025,0,7730,0
"2078","0807","1kmE4028N2995","Wiltz",0.025,0,7730,0
"1066","0502","1kmE4028N2996","Wincrange",0.0078125,0,4906,0
"1058","0502","1kmE4028N2997","Wincrange",0.0078125,91,4906,0.0185487158581329
"1084","0502","1kmE4028N2998","Wincrange",0.0078125,59,4906,0.0120260905014268
"1065","0502","1kmE4028N2999","Wincrange",0.0078125,0,4906,0
"1064","0502","1kmE4028N3000","Wincrange",0.0078125,0,4906,0
"1152","0502","1kmE4028N3001","Wincrange",0.0078125,216,4906,0.044027721157766
"1131","0502","1kmE4028N3002","Wincrange",0.0078125,3,4906,0.000611496127191194
"1145","0502","1kmE4028N3003","Wincrange",0.0078125,0,4906,0
"1146","0502","1kmE4028N3004","Wincrange",0.0078125,0,4906,0
"1147","0502","1kmE4028N3005","Wincrange",0.0078125,0,4906,0
"1135","0502","1kmE4028N3006","Wincrange",0.0078125,33,4906,0.00672645739910314
"1149","0502","1kmE4028N3007","Wincrange",0.0078125,5,4906,0.00101916021198532
"1150","0502","1kmE4028N3008","Wincrange",0.0078125,0,4906,0
"1160","0502","1kmE4028N3009","Wincrange",0.0078125,0,4906,0
"460","0212","1kmE4029N2934","Rumelange",0.0909090909090909,0,7652,0
"307","0204","1kmE4029N2935","Esch-sur-Alzette",0.0625,0,37827,0
"294","0204","1kmE4029N2936","Esch-sur-Alzette",0.0625,0,37827,0
"299","0204","1kmE4029N2937","Esch-sur-Alzette",0.0625,3,37827,7.93084304861607e-05
"293","0204","1kmE4029N2938","Esch-sur-Alzette",0.0625,6258,37827,0.165437385994131
"298","0204","1kmE4029N2939","Esch-sur-Alzette",0.0625,11196,37827,0.295979062574352
"296","0204","1kmE4029N2940","Esch-sur-Alzette",0.0625,5796,37827,0.153223887699262
"371","0208","1kmE4029N2941","Mondercange",0.0454545454545455,293,8986,0.0326062764300022
"483","0213","1kmE4029N2942","Sanem",0.0384615384615385,215,19437,0.0110613777846375
"379","0208","1kmE4029N2943","Mondercange",0.0454545454545455,0,8986,0
"383","0208","1kmE4029N2944","Mondercange",0.0454545454545455,0,8986,0
"411","0210","1kmE4029N2945","Reckange-sur-Mess",0.0476190476190476,2,2661,0.000751597143930853
"418","0210","1kmE4029N2946","Reckange-sur-Mess",0.0476190476190476,14,2661,0.00526118000751597
"409","0210","1kmE4029N2947","Reckange-sur-Mess",0.0476190476190476,5,2661,0.00187899285982713
"5","0101","1kmE4029N2948","Dippach",0.0555555555555556,270,4648,0.0580895008605852
"10","0101","1kmE4029N2949","Dippach",0.0555555555555556,467,4648,0.100473321858864
"18","0101","1kmE4029N2950","Dippach",0.0555555555555556,0,4648,0
"25","0102","1kmE4029N2951","Garnich",0.0476190476190476,0,2034,0
"33","0102","1kmE4029N2952","Garnich",0.0476190476190476,17,2034,0.00835791543756145
"37","0102","1kmE4029N2953","Garnich",0.0476190476190476,0,2034,0
"32","0102","1kmE4029N2954","Garnich",0.0476190476190476,0,2034,0
"176","0108","1kmE4029N2955","Mamer",0.0357142857142857,0,10296,0
"152","0106","1kmE4029N2956","Koerich",0.0555555555555556,46,2668,0.0172413793103448
"163","0106","1kmE4029N2957","Koerich",0.0555555555555556,0,2668,0
"158","0106","1kmE4029N2958","Koerich",0.0555555555555556,448,2668,0.16791604197901
"160","0106","1kmE4029N2959","Koerich",0.0555555555555556,20,2668,0.00749625187406297
"157","0106","1kmE4029N2960","Koerich",0.0555555555555556,0,2668,0
"52","0103","1kmE4029N2961","Habscht",0.0263157894736842,27,5097,0.00529723366686286
"66","0103","1kmE4029N2962","Habscht",0.0263157894736842,117,5097,0.0229546792230724
"47","0103","1kmE4029N2963","Habscht",0.0263157894736842,0,5097,0
"1782","0707","1kmE4029N2964","Saeul",0.0625,114,962,0.118503118503119
"1787","0707","1kmE4029N2965","Saeul",0.0625,9,962,0.00935550935550936
"1779","0707","1kmE4029N2966","Saeul",0.0625,0,962,0
"1798","0708","1kmE4029N2967","Useldange",0.0454545454545455,178,2015,0.0883374689826303
"1797","0708","1kmE4029N2968","Useldange",0.0454545454545455,15,2015,0.00744416873449132
"1801","0708","1kmE4029N2969","Useldange",0.0454545454545455,0,2015,0
"1802","0708","1kmE4029N2970","Useldange",0.0454545454545455,503,2015,0.249627791563275
"1799","0708","1kmE4029N2971","Useldange",0.0454545454545455,3,2015,0.00148883374689826
"1602","0702","1kmE4029N2972","Préizerdaul",0.0666666666666667,342,1768,0.193438914027149
"1601","0702","1kmE4029N2973","Préizerdaul",0.0666666666666667,131,1768,0.0740950226244344
"1600","0702","1kmE4029N2974","Préizerdaul",0.0666666666666667,0,1768,0
"1729","0705","1kmE4029N2975","Grosbous",0.0476190476190476,9,1137,0.0079155672823219
"1740","0705","1kmE4029N2976","Grosbous",0.0476190476190476,0,1137,0
"1744","0705","1kmE4029N2977","Grosbous",0.0476190476190476,0,1137,0
"1728","0705","1kmE4029N2978","Grosbous",0.0476190476190476,0,1137,0
"1738","0705","1kmE4029N2979","Grosbous",0.0476190476190476,15,1137,0.0131926121372032
"1725","0705","1kmE4029N2980","Grosbous",0.0476190476190476,0,1137,0
"1896","0802","1kmE4029N2981","Esch-sur-Sûre",0.0204081632653061,18,2924,0.00615595075239398
"1919","0802","1kmE4029N2982","Esch-sur-Sûre",0.0204081632653061,478,2924,0.163474692202462
"1892","0802","1kmE4029N2983","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1906","0802","1kmE4029N2984","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1916","0802","1kmE4029N2985","Esch-sur-Sûre",0.0204081632653061,375,2924,0.128248974008208
"1999","0806","1kmE4029N2986","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"1998","0806","1kmE4029N2987","Lac de la Haute Sûre",0.0175438596491228,12,2224,0.00539568345323741
"1954","0804","1kmE4029N2988","Goesdorf",0.0344827586206897,174,1622,0.107274969173859
"2066","0807","1kmE4029N2989","Wiltz",0.025,0,7730,0
"2065","0807","1kmE4029N2990","Wiltz",0.025,21,7730,0.00271668822768435
"2079","0807","1kmE4029N2991","Wiltz",0.025,2164,7730,0.279948253557568
"2090","0807","1kmE4029N2992","Wiltz",0.025,1861,7730,0.240750323415265
"2094","0807","1kmE4029N2993","Wiltz",0.025,0,7730,0
"2089","0807","1kmE4029N2994","Wiltz",0.025,0,7730,0
"2061","0807","1kmE4029N2995","Wiltz",0.025,0,7730,0
"2088","0807","1kmE4029N2996","Wiltz",0.025,0,7730,0
"2091","0807","1kmE4029N2997","Wiltz",0.025,0,7730,0
"1107","0502","1kmE4029N2998","Wincrange",0.0078125,0,4906,0
"1123","0502","1kmE4029N2999","Wincrange",0.0078125,0,4906,0
"1086","0502","1kmE4029N3000","Wincrange",0.0078125,216,4906,0.044027721157766
"1063","0502","1kmE4029N3001","Wincrange",0.0078125,41,4906,0.00835711373827966
"1060","0502","1kmE4029N3002","Wincrange",0.0078125,0,4906,0
"1090","0502","1kmE4029N3003","Wincrange",0.0078125,1,4906,0.000203832042397065
"1127","0502","1kmE4029N3004","Wincrange",0.0078125,2,4906,0.00040766408479413
"1141","0502","1kmE4029N3005","Wincrange",0.0078125,0,4906,0
"1142","0502","1kmE4029N3006","Wincrange",0.0078125,226,4906,0.0460660415817366
"1130","0502","1kmE4029N3007","Wincrange",0.0078125,282,4906,0.0574806359559723
"1105","0502","1kmE4029N3008","Wincrange",0.0078125,0,4906,0
"1119","0502","1kmE4029N3009","Wincrange",0.0078125,0,4906,0
"456","0212","1kmE4030N2934","Rumelange",0.0909090909090909,0,7652,0
"452","0212","1kmE4030N2935","Rumelange",0.0909090909090909,0,7652,0
"301","0204","1kmE4030N2936","Esch-sur-Alzette",0.0625,0,37827,0
"304","0204","1kmE4030N2937","Esch-sur-Alzette",0.0625,3,37827,7.93084304861607e-05
"300","0204","1kmE4030N2938","Esch-sur-Alzette",0.0625,650,37827,0.0171834932720015
"302","0204","1kmE4030N2939","Esch-sur-Alzette",0.0625,5915,37827,0.156369788775213
"295","0204","1kmE4030N2940","Esch-sur-Alzette",0.0625,4351,37827,0.115023660348428
"368","0208","1kmE4030N2941","Mondercange",0.0454545454545455,1646,8986,0.18317382595148
"380","0208","1kmE4030N2942","Mondercange",0.0454545454545455,823,8986,0.09158691297574
"369","0208","1kmE4030N2943","Mondercange",0.0454545454545455,1880,8986,0.209214333407523
"372","0208","1kmE4030N2944","Mondercange",0.0454545454545455,614,8986,0.0683285110171378
"427","0210","1kmE4030N2945","Reckange-sur-Mess",0.0476190476190476,3,2661,0.00112739571589628
"419","0210","1kmE4030N2946","Reckange-sur-Mess",0.0476190476190476,404,2661,0.151822623074032
"16","0101","1kmE4030N2947","Dippach",0.0555555555555556,50,4648,0.0107573149741824
"11","0101","1kmE4030N2948","Dippach",0.0555555555555556,490,4648,0.105421686746988
"15","0101","1kmE4030N2949","Dippach",0.0555555555555556,685,4648,0.147375215146299
"7","0101","1kmE4030N2950","Dippach",0.0555555555555556,0,4648,0
"183","0108","1kmE4030N2951","Mamer",0.0357142857142857,0,10296,0
"175","0108","1kmE4030N2952","Mamer",0.0357142857142857,101,10296,0.00980963480963481
"174","0108","1kmE4030N2953","Mamer",0.0357142857142857,7,10296,0.00067987567987568
"172","0108","1kmE4030N2954","Mamer",0.0357142857142857,0,10296,0
"180","0108","1kmE4030N2955","Mamer",0.0357142857142857,486,10296,0.0472027972027972
"159","0106","1kmE4030N2956","Koerich",0.0555555555555556,186,2668,0.0697151424287856
"151","0106","1kmE4030N2957","Koerich",0.0555555555555556,258,2668,0.0967016491754123
"156","0106","1kmE4030N2958","Koerich",0.0555555555555556,442,2668,0.165667166416792
"150","0106","1kmE4030N2959","Koerich",0.0555555555555556,7,2668,0.00262368815592204
"161","0106","1kmE4030N2960","Koerich",0.0555555555555556,0,2668,0
"70","0103","1kmE4030N2961","Habscht",0.0263157894736842,3,5097,0.000588581518540318
"71","0103","1kmE4030N2962","Habscht",0.0263157894736842,212,5097,0.0415930939768491
"65","0103","1kmE4030N2963","Habscht",0.0263157894736842,0,5097,0
"1794","0707","1kmE4030N2964","Saeul",0.0625,77,962,0.08004158004158
"1792","0707","1kmE4030N2965","Saeul",0.0625,37,962,0.0384615384615385
"1790","0707","1kmE4030N2966","Saeul",0.0625,46,962,0.0478170478170478
"1789","0707","1kmE4030N2967","Saeul",0.0625,128,962,0.133056133056133
"1804","0708","1kmE4030N2968","Useldange",0.0454545454545455,0,2015,0
"1800","0708","1kmE4030N2969","Useldange",0.0454545454545455,4,2015,0.00198511166253102
"1803","0708","1kmE4030N2970","Useldange",0.0454545454545455,25,2015,0.0124069478908189
"1795","0708","1kmE4030N2971","Useldange",0.0454545454545455,0,2015,0
"1796","0708","1kmE4030N2972","Useldange",0.0454545454545455,13,2015,0.00645161290322581
"1609","0702","1kmE4030N2973","Préizerdaul",0.0666666666666667,0,1768,0
"1732","0705","1kmE4030N2974","Grosbous",0.0476190476190476,0,1137,0
"1742","0705","1kmE4030N2975","Grosbous",0.0476190476190476,90,1137,0.079155672823219
"1736","0705","1kmE4030N2976","Grosbous",0.0476190476190476,707,1137,0.621811785400176
"1731","0705","1kmE4030N2977","Grosbous",0.0476190476190476,0,1137,0
"1735","0705","1kmE4030N2978","Grosbous",0.0476190476190476,0,1137,0
"1743","0705","1kmE4030N2979","Grosbous",0.0476190476190476,104,1137,0.0914687774846086
"1739","0705","1kmE4030N2980","Grosbous",0.0476190476190476,0,1137,0
"1900","0802","1kmE4030N2981","Esch-sur-Sûre",0.0204081632653061,2,2924,0.000683994528043776
"1908","0802","1kmE4030N2982","Esch-sur-Sûre",0.0204081632653061,12,2924,0.00410396716826265
"1889","0802","1kmE4030N2983","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1895","0802","1kmE4030N2984","Esch-sur-Sûre",0.0204081632653061,46,2924,0.0157318741450068
"1945","0804","1kmE4030N2985","Goesdorf",0.0344827586206897,7,1622,0.00431565967940814
"1937","0804","1kmE4030N2986","Goesdorf",0.0344827586206897,0,1622,0
"1936","0804","1kmE4030N2987","Goesdorf",0.0344827586206897,0,1622,0
"1940","0804","1kmE4030N2988","Goesdorf",0.0344827586206897,0,1622,0
"2072","0807","1kmE4030N2989","Wiltz",0.025,32,7730,0.00413971539456662
"2064","0807","1kmE4030N2990","Wiltz",0.025,0,7730,0
"2080","0807","1kmE4030N2991","Wiltz",0.025,0,7730,0
"2081","0807","1kmE4030N2992","Wiltz",0.025,266,7730,0.0344113842173351
"2076","0807","1kmE4030N2993","Wiltz",0.025,372,7730,0.048124191461837
"2060","0807","1kmE4030N2994","Wiltz",0.025,42,7730,0.00543337645536869
"2082","0807","1kmE4030N2995","Wiltz",0.025,346,7730,0.0447606727037516
"2074","0807","1kmE4030N2996","Wiltz",0.025,0,7730,0
"2084","0807","1kmE4030N2997","Wiltz",0.025,128,7730,0.0165588615782665
"1173","0502","1kmE4030N2998","Wincrange",0.0078125,0,4906,0
"1162","0502","1kmE4030N2999","Wincrange",0.0078125,2,4906,0.00040766408479413
"1148","0502","1kmE4030N3000","Wincrange",0.0078125,36,4906,0.00733795352629433
"1134","0502","1kmE4030N3001","Wincrange",0.0078125,31,4906,0.00631879331430901
"1108","0502","1kmE4030N3002","Wincrange",0.0078125,111,4906,0.0226253567060742
"1109","0502","1kmE4030N3003","Wincrange",0.0078125,0,4906,0
"1151","0502","1kmE4030N3004","Wincrange",0.0078125,0,4906,0
"1125","0502","1kmE4030N3005","Wincrange",0.0078125,11,4906,0.00224215246636771
"1153","0502","1kmE4030N3006","Wincrange",0.0078125,8,4906,0.00163065633917652
"1177","0502","1kmE4030N3007","Wincrange",0.0078125,13,4906,0.00264981655116184
"1154","0502","1kmE4030N3008","Wincrange",0.0078125,0,4906,0
"1155","0502","1kmE4030N3009","Wincrange",0.0078125,0,4906,0
"451","0212","1kmE4031N2934","Rumelange",0.0909090909090909,0,7652,0
"453","0212","1kmE4031N2935","Rumelange",0.0909090909090909,0,7652,0
"461","0212","1kmE4031N2936","Rumelange",0.0909090909090909,0,7652,0
"348","0206","1kmE4031N2937","Kayl",0.0555555555555556,0,9678,0
"493","0214","1kmE4031N2938","Schifflange",0.111111111111111,192,11913,0.0161168471417779
"489","0214","1kmE4031N2939","Schifflange",0.111111111111111,360,11913,0.0302190883908335
"490","0214","1kmE4031N2940","Schifflange",0.111111111111111,2781,11913,0.233442457819189
"492","0214","1kmE4031N2941","Schifflange",0.111111111111111,108,11913,0.00906572651725006
"388","0208","1kmE4031N2942","Mondercange",0.0454545454545455,239,8986,0.0265969285555308
"389","0208","1kmE4031N2943","Mondercange",0.0454545454545455,355,8986,0.0395058980636546
"386","0208","1kmE4031N2944","Mondercange",0.0454545454545455,2,8986,0.000222568439795237
"416","0210","1kmE4031N2945","Reckange-sur-Mess",0.0476190476190476,107,2661,0.0402104472003006
"412","0210","1kmE4031N2946","Reckange-sur-Mess",0.0476190476190476,0,2661,0
"1","0101","1kmE4031N2947","Dippach",0.0555555555555556,405,4648,0.0871342512908778
"3","0101","1kmE4031N2948","Dippach",0.0555555555555556,403,4648,0.0867039586919105
"9","0101","1kmE4031N2949","Dippach",0.0555555555555556,290,4648,0.0623924268502582
"13","0101","1kmE4031N2950","Dippach",0.0555555555555556,20,4648,0.00430292598967298
"196","0108","1kmE4031N2951","Mamer",0.0357142857142857,0,10296,0
"188","0108","1kmE4031N2952","Mamer",0.0357142857142857,563,10296,0.0546814296814297
"197","0108","1kmE4031N2953","Mamer",0.0357142857142857,0,10296,0
"190","0108","1kmE4031N2954","Mamer",0.0357142857142857,0,10296,0
"171","0108","1kmE4031N2955","Mamer",0.0357142857142857,908,10296,0.0881895881895882
"120","0105","1kmE4031N2956","Kehlen",0.0344827586206897,1096,6123,0.178997223583211
"118","0105","1kmE4031N2957","Kehlen",0.0344827586206897,130,6123,0.0212314225053079
"149","0106","1kmE4031N2958","Koerich",0.0555555555555556,0,2668,0
"147","0106","1kmE4031N2959","Koerich",0.0555555555555556,0,2668,0
"127","0105","1kmE4031N2960","Kehlen",0.0344827586206897,0,6123,0
"74","0103","1kmE4031N2961","Habscht",0.0263157894736842,105,5097,0.0206003531489111
"60","0103","1kmE4031N2962","Habscht",0.0263157894736842,15,5097,0.00294290759270159
"68","0103","1kmE4031N2963","Habscht",0.0263157894736842,210,5097,0.0412007062978222
"69","0103","1kmE4031N2964","Habscht",0.0263157894736842,137,5097,0.0268785560133412
"1783","0707","1kmE4031N2965","Saeul",0.0625,316,962,0.328482328482329
"1791","0707","1kmE4031N2966","Saeul",0.0625,0,962,0
"1788","0707","1kmE4031N2967","Saeul",0.0625,14,962,0.0145530145530146
"1812","0708","1kmE4031N2968","Useldange",0.0454545454545455,1,2015,0.000496277915632754
"1811","0708","1kmE4031N2969","Useldange",0.0454545454545455,806,2015,0.4
"1814","0708","1kmE4031N2970","Useldange",0.0454545454545455,160,2015,0.0794044665012407
"1810","0708","1kmE4031N2971","Useldange",0.0454545454545455,4,2015,0.00198511166253102
"1805","0708","1kmE4031N2972","Useldange",0.0454545454545455,210,2015,0.104218362282878
"1821","0709","1kmE4031N2973","Vichten",0.0833333333333333,0,1351,0
"1827","0709","1kmE4031N2974","Vichten",0.0833333333333333,0,1351,0
"1726","0705","1kmE4031N2975","Grosbous",0.0476190476190476,85,1137,0.0747581354441513
"1734","0705","1kmE4031N2976","Grosbous",0.0476190476190476,124,1137,0.10905892700088
"1733","0705","1kmE4031N2977","Grosbous",0.0476190476190476,0,1137,0
"1741","0705","1kmE4031N2978","Grosbous",0.0476190476190476,0,1137,0
"1730","0705","1kmE4031N2979","Grosbous",0.0476190476190476,0,1137,0
"1925","0802","1kmE4031N2980","Esch-sur-Sûre",0.0204081632653061,38,2924,0.0129958960328317
"1914","0802","1kmE4031N2981","Esch-sur-Sûre",0.0204081632653061,227,2924,0.0776333789329685
"1932","0802","1kmE4031N2982","Esch-sur-Sûre",0.0204081632653061,82,2924,0.0280437756497948
"1905","0802","1kmE4031N2983","Esch-sur-Sûre",0.0204081632653061,123,2924,0.0420656634746922
"1913","0802","1kmE4031N2984","Esch-sur-Sûre",0.0204081632653061,17,2924,0.00581395348837209
"1955","0804","1kmE4031N2985","Goesdorf",0.0344827586206897,0,1622,0
"1946","0804","1kmE4031N2986","Goesdorf",0.0344827586206897,300,1622,0.184956843403206
"1944","0804","1kmE4031N2987","Goesdorf",0.0344827586206897,0,1622,0
"1939","0804","1kmE4031N2988","Goesdorf",0.0344827586206897,87,1622,0.0536374845869297
"1942","0804","1kmE4031N2989","Goesdorf",0.0344827586206897,142,1622,0.0875462392108508
"1938","0804","1kmE4031N2990","Goesdorf",0.0344827586206897,0,1622,0
"2077","0807","1kmE4031N2991","Wiltz",0.025,0,7730,0
"2070","0807","1kmE4031N2992","Wiltz",0.025,0,7730,0
"2059","0807","1kmE4031N2993","Wiltz",0.025,1,7730,0.000129366106080207
"2056","0807","1kmE4031N2994","Wiltz",0.025,0,7730,0
"2086","0807","1kmE4031N2995","Wiltz",0.025,0,7730,0
"2073","0807","1kmE4031N2996","Wiltz",0.025,74,7730,0.00957309184993532
"2068","0807","1kmE4031N2997","Wiltz",0.025,75,7730,0.00970245795601552
"2067","0807","1kmE4031N2998","Wiltz",0.025,0,7730,0
"1166","0502","1kmE4031N2999","Wincrange",0.0078125,0,4906,0
"1179","0502","1kmE4031N3000","Wincrange",0.0078125,0,4906,0
"1183","0502","1kmE4031N3001","Wincrange",0.0078125,8,4906,0.00163065633917652
"1182","0502","1kmE4031N3002","Wincrange",0.0078125,166,4906,0.0338361190379128
"1163","0502","1kmE4031N3003","Wincrange",0.0078125,15,4906,0.00305748063595597
"1118","0502","1kmE4031N3004","Wincrange",0.0078125,121,4906,0.0246636771300448
"1132","0502","1kmE4031N3005","Wincrange",0.0078125,18,4906,0.00366897676314717
"1106","0502","1kmE4031N3006","Wincrange",0.0078125,8,4906,0.00163065633917652
"1057","0502","1kmE4031N3007","Wincrange",0.0078125,26,4906,0.00529963310232368
"1061","0502","1kmE4031N3008","Wincrange",0.0078125,0,4906,0
"1062","0502","1kmE4031N3009","Wincrange",0.0078125,0,4906,0
"1264","0504","1kmE4031N3010","Troisvierges",0.0217391304347826,0,3475,0
"454","0212","1kmE4032N2933","Rumelange",0.0909090909090909,1590,7652,0.207788813382122
"458","0212","1kmE4032N2934","Rumelange",0.0909090909090909,459,7652,0.0599843178254051
"455","0212","1kmE4032N2935","Rumelange",0.0909090909090909,1102,7652,0.144014636696289
"337","0206","1kmE4032N2936","Kayl",0.0555555555555556,42,9678,0.00433973961562306
"338","0206","1kmE4032N2937","Kayl",0.0555555555555556,36,9678,0.0037197768133912
"336","0206","1kmE4032N2938","Kayl",0.0555555555555556,0,9678,0
"488","0214","1kmE4032N2939","Schifflange",0.111111111111111,814,11913,0.0683287165281625
"496","0214","1kmE4032N2940","Schifflange",0.111111111111111,5110,11913,0.428943171325443
"495","0214","1kmE4032N2941","Schifflange",0.111111111111111,254,11913,0.021321245697977
"377","0208","1kmE4032N2942","Mondercange",0.0454545454545455,85,8986,0.00945915869129757
"376","0208","1kmE4032N2943","Mondercange",0.0454545454545455,366,8986,0.0407300244825284
"429","0210","1kmE4032N2944","Reckange-sur-Mess",0.0476190476190476,266,2661,0.0999624201428035
"428","0210","1kmE4032N2945","Reckange-sur-Mess",0.0476190476190476,215,2661,0.0807966929725667
"426","0210","1kmE4032N2946","Reckange-sur-Mess",0.0476190476190476,903,2661,0.33934611048478
"420","0210","1kmE4032N2947","Reckange-sur-Mess",0.0476190476190476,162,2661,0.0608793686583991
"415","0210","1kmE4032N2948","Reckange-sur-Mess",0.0476190476190476,0,2661,0
"514","0301","1kmE4032N2949","Bertrange",0.0555555555555556,0,7951,0
"509","0301","1kmE4032N2950","Bertrange",0.0555555555555556,18,7951,0.00226386618035467
"4","0101","1kmE4032N2951","Dippach",0.0555555555555556,0,4648,0
"194","0108","1kmE4032N2952","Mamer",0.0357142857142857,27,10296,0.00262237762237762
"193","0108","1kmE4032N2953","Mamer",0.0357142857142857,604,10296,0.0586635586635587
"185","0108","1kmE4032N2954","Mamer",0.0357142857142857,0,10296,0
"181","0108","1kmE4032N2955","Mamer",0.0357142857142857,446,10296,0.0433177933177933
"191","0108","1kmE4032N2956","Mamer",0.0357142857142857,151,10296,0.0146658896658897
"139","0105","1kmE4032N2957","Kehlen",0.0344827586206897,190,6123,0.0310305405846807
"136","0105","1kmE4032N2958","Kehlen",0.0344827586206897,63,6123,0.0102890739833415
"117","0105","1kmE4032N2959","Kehlen",0.0344827586206897,394,6123,0.0643475420545484
"121","0105","1kmE4032N2960","Kehlen",0.0344827586206897,28,6123,0.004572921770374
"48","0103","1kmE4032N2961","Habscht",0.0263157894736842,221,5097,0.0433588385324701
"53","0103","1kmE4032N2962","Habscht",0.0263157894736842,0,5097,0
"67","0103","1kmE4032N2963","Habscht",0.0263157894736842,19,5097,0.00372768295075535
"1793","0707","1kmE4032N2964","Saeul",0.0625,145,962,0.150727650727651
"1784","0707","1kmE4032N2965","Saeul",0.0625,71,962,0.0738045738045738
"1786","0707","1kmE4032N2966","Saeul",0.0625,0,962,0
"798","0403","1kmE4032N2967","Helperknapp",0.0263157894736842,31,4504,0.00688277087033748
"773","0403","1kmE4032N2968","Helperknapp",0.0263157894736842,0,4504,0
"1815","0708","1kmE4032N2969","Useldange",0.0454545454545455,74,2015,0.0367245657568238
"1816","0708","1kmE4032N2970","Useldange",0.0454545454545455,19,2015,0.00942928039702233
"1813","0708","1kmE4032N2971","Useldange",0.0454545454545455,0,2015,0
"1808","0708","1kmE4032N2972","Useldange",0.0454545454545455,0,2015,0
"1820","0709","1kmE4032N2973","Vichten",0.0833333333333333,382,1351,0.282753515914138
"1817","0709","1kmE4032N2974","Vichten",0.0833333333333333,0,1351,0
"1485","0607","1kmE4032N2975","Mertzig",0.0909090909090909,0,2296,0
"1481","0607","1kmE4032N2976","Mertzig",0.0909090909090909,9,2296,0.0039198606271777
"1486","0607","1kmE4032N2977","Mertzig",0.0909090909090909,0,2296,0
"1487","0607","1kmE4032N2978","Mertzig",0.0909090909090909,0,2296,0
"1469","0606","1kmE4032N2979","Feulen",0.0416666666666667,0,2333,0
"1899","0802","1kmE4032N2980","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1904","0802","1kmE4032N2981","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1924","0802","1kmE4032N2982","Esch-sur-Sûre",0.0204081632653061,248,2924,0.0848153214774282
"1926","0802","1kmE4032N2983","Esch-sur-Sûre",0.0204081632653061,131,2924,0.0448016415868673
"1909","0802","1kmE4032N2984","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1961","0804","1kmE4032N2985","Goesdorf",0.0344827586206897,0,1622,0
"1963","0804","1kmE4032N2986","Goesdorf",0.0344827586206897,0,1622,0
"1951","0804","1kmE4032N2987","Goesdorf",0.0344827586206897,4,1622,0.00246609124537608
"1957","0804","1kmE4032N2988","Goesdorf",0.0344827586206897,272,1622,0.167694204685573
"1950","0804","1kmE4032N2989","Goesdorf",0.0344827586206897,457,1622,0.281750924784217
"1949","0804","1kmE4032N2990","Goesdorf",0.0344827586206897,3,1622,0.00184956843403206
"1971","0805","1kmE4032N2991","Kiischpelt",0.0303030303030303,118,1241,0.0950846091861402
"1966","0805","1kmE4032N2992","Kiischpelt",0.0303030303030303,0,1241,0
"1970","0805","1kmE4032N2993","Kiischpelt",0.0303030303030303,0,1241,0
"1965","0805","1kmE4032N2994","Kiischpelt",0.0303030303030303,0,1241,0
"1968","0805","1kmE4032N2995","Kiischpelt",0.0303030303030303,0,1241,0
"2062","0807","1kmE4032N2996","Wiltz",0.025,0,7730,0
"2069","0807","1kmE4032N2997","Wiltz",0.025,158,7730,0.0204398447606727
"2083","0807","1kmE4032N2998","Wiltz",0.025,2,7730,0.000258732212160414
"997","0501","1kmE4032N2999","Clervaux",0.010989010989011,0,5725,0
"985","0501","1kmE4032N3000","Clervaux",0.010989010989011,0,5725,0
"1110","0502","1kmE4032N3001","Wincrange",0.0078125,0,4906,0
"1074","0502","1kmE4032N3002","Wincrange",0.0078125,99,4906,0.0201793721973094
"1174","0502","1kmE4032N3003","Wincrange",0.0078125,18,4906,0.00366897676314717
"1157","0502","1kmE4032N3004","Wincrange",0.0078125,87,4906,0.0177333876885446
"1167","0502","1kmE4032N3005","Wincrange",0.0078125,70,4906,0.0142682429677945
"1168","0502","1kmE4032N3006","Wincrange",0.0078125,209,4906,0.0426008968609865
"1169","0502","1kmE4032N3007","Wincrange",0.0078125,0,4906,0
"1287","0504","1kmE4032N3008","Troisvierges",0.0217391304347826,0,3475,0
"1277","0504","1kmE4032N3009","Troisvierges",0.0217391304347826,0,3475,0
"1272","0504","1kmE4032N3010","Troisvierges",0.0217391304347826,0,3475,0
"1267","0504","1kmE4032N3011","Troisvierges",0.0217391304347826,0,3475,0
